"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_q","att1","att2","Q88_First.Click","Q88_Last.Click","Q88_Page.Submit","Q88_Click.Count","Q84_First.Click","Q84_Last.Click","Q84_Page.Submit","Q84_Click.Count","vA_sue_AV_1","vB_mf_sue_AV_1","vA_cntf_AV_1","vB_cntf_AV_1","avoid_AV_1","Q179_First.Click","Q179_Last.Click","Q179_Page.Submit","Q179_Click.Count","Q181_First.Click","Q181_Last.Click","Q181_Page.Submit","Q181_Click.Count","intv_check_AV","vA_sue_AV_intv_1","vB_mf_sue_AV_intv_1","vA_cntf_AV_intv_1","vB_cntf_AV_intv_1","avoid_AV_intv_1","Q87_First.Click","Q87_Last.Click","Q87_Page.Submit","Q87_Click.Count","Q82_First.Click","Q82_Last.Click","Q82_Page.Submit","Q82_Click.Count","vA_sue_1","vB_driver_sue_1","vB_mf_sue_1","vA_cntf_1","vB_cntf_1","avoid_1","Q184_First.Click","Q184_Last.Click","Q184_Page.Submit","Q184_Click.Count","Q186_First.Click","Q186_Last.Click","Q186_Page.Submit","Q186_Click.Count","intv_check","vA_sue_intv_1","vB_sue_intv_1","vB_mf_sue_intv_1","vA_cntf_intv_1","vB_cntf_intv_1","avoid_intv_1","comp1","comp_accident","ai_familiarity_1","gender","gender_4_TEXT","age","edu","edu_8_TEXT","Q151_First.Click","Q151_Last.Click","Q151_Page.Submit","Q151_Click.Count","FL_4_DO","FL_92_DO","FL_98_DO","questions_1_AV_DO","questions_2_AV_DO","questions_1_AV_intv_DO","questions_2_AV_intv_DO","questions_1_DO","questions_2_DO","questions_1_intv_DO","questions_2_intv_DO"
"2024-06-19 14:33:33","2024-06-19 14:37:16","0","NA","100","223","1","2024-06-19 14:37:17","R_32sGNvFydEs7Fdt","","","","","NA","NA","anonymous","EN","1","2","2","1.953","25.393","26.463","8","7.426","10.778","13.634","2","100","30","100","0","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","10","2","","31","3","","","","","","FL_39","FL_93","","Q116|vB_mf_sue_AV|vA_sue_AV","Q122|avoid_AV|vA_cntf_AV|vB_cntf_AV","","","","","",""
"2024-06-19 14:35:47","2024-06-19 14:37:53","0","NA","100","126","1","2024-06-19 14:37:54","R_3sJeSvvdPhjswaR","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","2.175","2.175","11.88","1","0","0","11.101","0","1,2","89","7","97","16","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","86","2","","39","4","","","","","","FL_39","FL_94","","","","Q155|vB_mf_sue_AV_intv|vA_sue_AV_intv","Q158|vA_cntf_AV_intv|vB_cntf_AV_intv|avoid_AV_intv","","","",""
"2024-06-19 14:37:39","2024-06-19 14:38:11","0","NA","100","32","1","2024-06-19 14:38:11","R_3qdOdFLGpgH8yTK","","","","","NA","NA","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-06-19 14:35:27","2024-06-19 14:38:30","0","NA","100","182","1","2024-06-19 14:38:30","R_6dZtBfXLHp0y4s1","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.764","20.268","21.102","2","0","0","11.902","0","1,2","100","0","0","100","9","3","2","1","0","2","","54","3","","","","","","FL_40","","FL_100","","","","","","","Q164|vB_mf_sue_intv|vA_sue_intv|vB_sue_intv","Q167|vA_cntf_intv|vB_cntf_intv|avoid_intv"
"2024-06-19 14:37:09","2024-06-19 14:39:34","0","NA","100","144","1","2024-06-19 14:39:35","R_3CxkGfHLdRNMGBM","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","15.49","0","0","0","10.868","0","100","15","0","100","19","42","","","","","","","","","","","","","","","","2","1","30","2","","39","4","","","","","","FL_40","","FL_99","","","","","Q90|vA_sue|vB_mf_sue|vB_driver_sue","Q71|vB_cntf|avoid|vA_cntf","",""
"2024-06-19 14:36:34","2024-06-19 14:40:28","0","NA","100","233","1","2024-06-19 14:40:28","R_6qrzf2AMrTVCN7X","","","","","NA","NA","anonymous","EN","1","2","2","0","0","25.391","0","0","0","14.557","0","100","0","100","5","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","2","","36","4","","","","","","FL_39","FL_93","","Q116|vB_mf_sue_AV|vA_sue_AV","Q122|avoid_AV|vA_cntf_AV|vB_cntf_AV","","","","","",""
"2024-06-19 14:38:21","2024-06-19 14:42:06","0","NA","100","225","1","2024-06-19 14:42:07","R_3RxamfoCei0tMq9","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","39.725","0","0","0","12.048","0","100","70","70","100","0","0","","","","","","","","","","","","","","","","2","1","0","1","","61","4","","","","","","FL_40","","FL_99","","","","","Q90|vB_mf_sue|vB_driver_sue|vA_sue","Q71|avoid|vB_cntf|vA_cntf","",""
"2024-06-19 14:36:32","2024-06-19 14:42:07","0","NA","100","334","1","2024-06-19 14:42:07","R_5qme5RlHqAm5qXD","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","4.884","21.942","40.073","4","0","0","13.001","0","1,2","90","15","100","80","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","30","3","","49","4","","","","","","FL_39","FL_94","","","","Q155|vA_sue_AV_intv|vB_mf_sue_AV_intv","Q158|vA_cntf_AV_intv|avoid_AV_intv|vB_cntf_AV_intv","","","",""
"2024-06-19 14:39:47","2024-06-19 14:44:17","0","NA","100","270","1","2024-06-19 14:44:18","R_3DbzJHJzpbbvV6x","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","27.575","0","0","0","11.901","0","1,2","100","1","79","76","23","23","2","1","18","1","","40","4","","","","","","FL_40","","FL_100","","","","","","","Q164|vA_sue_intv|vB_mf_sue_intv|vB_sue_intv","Q167|vB_cntf_intv|avoid_intv|vA_cntf_intv"
"2024-06-19 14:42:13","2024-06-19 14:44:36","0","NA","100","143","1","2024-06-19 14:44:37","R_5jd50SNXT4q18GZ","","","","","NA","NA","anonymous","EN","1","2","2","0","0","12.659","0","0","0","11.084","0","100","0","100","19","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","1","","21","3","","","","","","FL_39","FL_93","","Q116|vB_mf_sue_AV|vA_sue_AV","Q122|vB_cntf_AV|vA_cntf_AV|avoid_AV","","","","","",""
"2024-06-19 14:43:45","2024-06-19 14:46:27","0","NA","100","161","1","2024-06-19 14:46:27","R_6NIfTiawm3sNWdw","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","14.875","0","0","0","10.943","0","1,2","100","0","0","0","100","9","2","1","27","2","","36","2","","","","","","FL_40","","FL_100","","","","","","","Q164|vB_mf_sue_intv|vA_sue_intv|vB_sue_intv","Q167|avoid_intv|vA_cntf_intv|vB_cntf_intv"
"2024-06-19 14:45:15","2024-06-19 14:48:14","0","NA","100","178","1","2024-06-19 14:48:14","R_7MmwposQ6ZWDme6","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","1.132","10.397","14.406","8","2.736","2.736","14.926","1","1,2","99","14","100","22","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","70","1","","37","4","","","","","","FL_39","FL_94","","","","Q155|vB_mf_sue_AV_intv|vA_sue_AV_intv","Q158|vA_cntf_AV_intv|avoid_AV_intv|vB_cntf_AV_intv","","","",""
"2024-06-19 14:46:07","2024-06-19 14:49:32","0","NA","100","204","1","2024-06-19 14:49:32","R_1j86meCDgIlhDGn","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","21.276","0","0","0","14.74","0","100","0","5","100","10","5","","","","","","","","","","","","","","","","2","1","20","1","","53","4","","","","","","FL_40","","FL_99","","","","","Q90|vB_mf_sue|vB_driver_sue|vA_sue","Q71|vA_cntf|avoid|vB_cntf","",""
"2024-06-19 14:54:53","2024-06-19 14:57:16","0","NA","100","143","1","2024-06-19 14:57:16","R_60Pq5Oq8pKdisfn","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","11.655","0","0","0","11.115","0","1,2","100","0","0","84","29","8","1","1","72","2","","28","4","","","","","","FL_40","","FL_100","","","","","","","Q164|vA_sue_intv|vB_mf_sue_intv|vB_sue_intv","Q167|vA_cntf_intv|vB_cntf_intv|avoid_intv"
"2024-06-19 14:56:19","2024-06-19 14:58:42","0","NA","100","142","1","2024-06-19 14:58:42","R_6spu0HZ6lByTTdh","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.417","6.092","21.169","2","0","0","11.185","0","100","0","10","100","10","0","","","","","","","","","","","","","","","","2","1","50","1","","54","4","","","","","","FL_40","","FL_99","","","","","Q90|vB_driver_sue|vB_mf_sue|vA_sue","Q71|avoid|vA_cntf|vB_cntf","",""
"2024-06-19 14:49:50","2024-06-19 14:58:51","0","NA","100","540","1","2024-06-19 14:58:51","R_11bEZKu88kUib3X","","","","","NA","NA","anonymous","EN","1","2","2","5.198","5.198","20.801","1","0","0","11.057","0","100","0","100","15","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","65","1","","44","5","","","","","","FL_39","FL_93","","Q116|vB_mf_sue_AV|vA_sue_AV","Q122|vA_cntf_AV|vB_cntf_AV|avoid_AV","","","","","",""
"2024-06-19 14:56:02","2024-06-19 14:59:21","0","NA","100","199","1","2024-06-19 14:59:22","R_62DndZLdExHho4X","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","41.54","0","0","0","11.727","0","1,2","97","29","98","12","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","7","2","","72","5","","","","","","FL_39","FL_94","","","","Q155|vA_sue_AV_intv|vB_mf_sue_AV_intv","Q158|vA_cntf_AV_intv|avoid_AV_intv|vB_cntf_AV_intv","","","",""
"2024-06-19 14:57:00","2024-06-19 14:59:38","0","NA","100","158","1","2024-06-19 14:59:39","R_7QnfAXKc5Ae4xTX","","","","","NA","NA","anonymous","EN","1","2","2","0","0","10.992","0","0","0","10.826","0","100","10","100","9","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","60","1","","35","3","","","","","","FL_39","FL_93","","Q116|vB_mf_sue_AV|vA_sue_AV","Q122|avoid_AV|vB_cntf_AV|vA_cntf_AV","","","","","",""
"2024-06-19 14:57:21","2024-06-19 15:00:46","0","NA","100","205","1","2024-06-19 15:00:47","R_55GaDlUnMBgGUkB","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.052","26.479","27.631","2","2.586","11.762","13.212","2","1,2","100","0","0","100","0","0","2","1","0","2","","56","4","","","","","","FL_40","","FL_100","","","","","","","Q164|vB_sue_intv|vA_sue_intv|vB_mf_sue_intv","Q167|vA_cntf_intv|avoid_intv|vB_cntf_intv"
"2024-06-19 14:57:16","2024-06-19 15:02:13","0","NA","100","297","1","2024-06-19 15:02:14","R_6ndz5APLSoHt5CI","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","33.28","0","0","0","20.403","0","1,2","100","0","100","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","8","1","","60","3","","","","","","FL_39","FL_94","","","","Q155|vA_sue_AV_intv|vB_mf_sue_AV_intv","Q158|vA_cntf_AV_intv|avoid_AV_intv|vB_cntf_AV_intv","","","",""
"2024-06-19 14:59:51","2024-06-19 15:05:35","0","NA","100","343","1","2024-06-19 15:05:36","R_7e869kJKuBqE7dJ","","","","","NA","NA","anonymous","EN","1","2","2","30.573","30.573","55.795","1","0","0","22.871","0","100","25","100","25","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","70","1","","59","4","","","","","","FL_39","FL_93","","Q116|vA_sue_AV|vB_mf_sue_AV","Q122|vA_cntf_AV|vB_cntf_AV|avoid_AV","","","","","",""
"2024-06-19 15:02:48","2024-06-19 15:08:04","0","NA","100","316","1","2024-06-19 15:08:05","R_5n65ZQj5BxNAiKL","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.042","47.837","48.457","10","2.524","17.527","20.464","4","100","0","15","100","51","16","","","","","","","","","","","","","","","","2","1","66","2","","55","7","","","","","","FL_40","","FL_99","","","","","Q90|vB_mf_sue|vB_driver_sue|vA_sue","Q71|vA_cntf|avoid|vB_cntf","",""
"2024-06-19 15:05:30","2024-06-19 15:09:16","0","NA","100","226","1","2024-06-19 15:09:17","R_5WArLTtMuN4uQ8m","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","4.037","14.963","17.3","2","3.219","3.219","11.351","1","1,2","100","25","100","25","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","75","1","","39","4","","","","","","FL_39","FL_94","","","","Q155|vA_sue_AV_intv|vB_mf_sue_AV_intv","Q158|avoid_AV_intv|vB_cntf_AV_intv|vA_cntf_AV_intv","","","",""
"2024-06-19 15:06:55","2024-06-19 15:09:58","0","NA","100","183","1","2024-06-19 15:09:59","R_1MtnaRyKIV4vb9B","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","24.166","0","0","0","11.701","0","90","0","40","96","11","3","","","","","","","","","","","","","","","","2","1","17","2","","31","5","","","","","","FL_40","","FL_99","","","","","Q90|vB_driver_sue|vA_sue|vB_mf_sue","Q71|avoid|vA_cntf|vB_cntf","",""
"2024-06-19 15:05:10","2024-06-19 15:10:24","0","NA","100","313","1","2024-06-19 15:10:24","R_7eiPM8IIg1QTVOF","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.043","18.796","20.636","2","15.831","15.831","17.795","1","1,2","100","0","0","100","0","0","2","1","0","1","","54","5","","","","","","FL_40","","FL_100","","","","","","","Q164|vB_mf_sue_intv|vB_sue_intv|vA_sue_intv","Q167|vA_cntf_intv|vB_cntf_intv|avoid_intv"
"2024-06-19 15:08:03","2024-06-19 15:10:36","0","NA","100","153","1","2024-06-19 15:10:37","R_7COhqDRA8ZCQNG2","","","","","NA","NA","anonymous","EN","1","2","2","0","0","19.016","0","0","0","11.117","0","100","2","100","11","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","7","2","","61","1","","","","","","FL_39","FL_93","","Q116|vA_sue_AV|vB_mf_sue_AV","Q122|vA_cntf_AV|avoid_AV|vB_cntf_AV","","","","","",""
"2024-06-19 15:13:22","2024-06-19 15:15:29","0","NA","100","127","1","2024-06-19 15:15:29","R_14DliRkqytZHSvL","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","18.787","0","0","0","11.048","0","100","0","0","100","0","0","","","","","","","","","","","","","","","","2","1","50","1","","38","1","","","","","","FL_40","","FL_99","","","","","Q90|vA_sue|vB_driver_sue|vB_mf_sue","Q71|vA_cntf|vB_cntf|avoid","",""
"2024-06-19 15:16:03","2024-06-19 15:18:52","0","NA","100","168","1","2024-06-19 15:18:52","R_6hycdKebtI759jD","","","","","NA","NA","anonymous","EN","1","2","2","0","0","23.743","0","0","0","11.567","0","100","0","100","2","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","15","1","","24","1","","","","","","FL_39","FL_93","","Q116|vA_sue_AV|vB_mf_sue_AV","Q122|vB_cntf_AV|avoid_AV|vA_cntf_AV","","","","","",""
"2024-06-19 15:12:48","2024-06-19 15:18:53","0","NA","100","364","1","2024-06-19 15:18:54","R_3XjHXw7T0ZdEu1d","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","27.044","0","0","0","15.387","0","1,2","100","1","100","72","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","30","2","","38","1","","","","","","FL_39","FL_94","","","","Q155|vB_mf_sue_AV_intv|vA_sue_AV_intv","Q158|avoid_AV_intv|vB_cntf_AV_intv|vA_cntf_AV_intv","","","",""
"2024-06-19 15:21:30","2024-06-19 15:23:40","0","NA","100","130","1","2024-06-19 15:23:41","R_5qaOgWGGmg49pq3","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","13.942","0","0","0","11.924","0","100","0","0","100","0","0","","","","","","","","","","","","","","","","2","1","0","1","","55","4","","","","","","FL_40","","FL_99","","","","","Q90|vB_driver_sue|vB_mf_sue|vA_sue","Q71|vB_cntf|avoid|vA_cntf","",""
"2024-06-19 15:18:36","2024-06-19 15:25:54","0","NA","100","438","1","2024-06-19 15:25:55","R_3E4HZjB37Jygoi6","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","26.758","0","0","0","11.461","0","1,2","100","0","0","100","10","0","2","1","0","1","","37","4","","","","","","FL_40","","FL_100","","","","","","","Q164|vB_sue_intv|vA_sue_intv|vB_mf_sue_intv","Q167|vA_cntf_intv|avoid_intv|vB_cntf_intv"
"2024-06-19 15:23:27","2024-06-19 15:28:41","0","NA","100","314","1","2024-06-19 15:28:42","R_7TFuGD29xk6dPSA","","","","","NA","NA","anonymous","EN","1","2","2","0","0","85.559","0","0","0","15.233","0","100","0","86","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","51","2","","55","3","","","","","","FL_39","FL_93","","Q116|vA_sue_AV|vB_mf_sue_AV","Q122|vA_cntf_AV|avoid_AV|vB_cntf_AV","","","","","",""
"2024-06-19 15:31:02","2024-06-19 15:35:29","0","NA","100","267","1","2024-06-19 15:35:30","R_5Eh9d40jfQF32M9","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","15.544","0","0","0","13.865","0","1,2","82","31","30","81","33","51","2","1","75","1","","43","3","","","","","","FL_40","","FL_100","","","","","","","Q164|vB_sue_intv|vB_mf_sue_intv|vA_sue_intv","Q167|vA_cntf_intv|vB_cntf_intv|avoid_intv"
"2024-06-19 15:33:32","2024-06-19 15:35:47","0","NA","100","134","1","2024-06-19 15:35:47","R_3aTcTwP2EKmMtcl","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","13.518","0","0","0","11.251","0","1,2","100","2","100","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","37","2","","40","5","","","","","","FL_39","FL_94","","","","Q155|vA_sue_AV_intv|vB_mf_sue_AV_intv","Q158|vA_cntf_AV_intv|avoid_AV_intv|vB_cntf_AV_intv","","","",""
"2024-06-19 15:37:40","2024-06-19 15:41:36","0","NA","100","235","1","2024-06-19 15:41:36","R_6gkcEQjj9Jp7VAU","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.557","27.557","30.584","1","0","0","11.463","0","100","8","50","100","11","0","","","","","","","","","","","","","","","","2","1","10","1","","73","6","","","","","","FL_40","","FL_99","","","","","Q90|vB_mf_sue|vA_sue|vB_driver_sue","Q71|vA_cntf|avoid|vB_cntf","",""
"2024-06-19 15:37:06","2024-06-19 15:42:07","0","NA","100","301","1","2024-06-19 15:42:07","R_6aVFv9OLkVK9UMp","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","26.21","0","0","0","18.206","0","1,2","90","0","10","100","40","60","2","1","10","1","","46","4","","","","","","FL_40","","FL_100","","","","","","","Q164|vA_sue_intv|vB_sue_intv|vB_mf_sue_intv","Q167|vB_cntf_intv|avoid_intv|vA_cntf_intv"
"2024-06-19 15:46:46","2024-06-19 15:51:36","0","NA","100","289","1","2024-06-19 15:51:36","R_3EhZNv52KfJoX4Q","","","","","NA","NA","anonymous","EN","1","2","2","0","0","30.425","0","0","0","18.699","0","100","0","100","30","55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","1","","38","4","","","","","","FL_39","FL_93","","Q116|vB_mf_sue_AV|vA_sue_AV","Q122|avoid_AV|vA_cntf_AV|vB_cntf_AV","","","","","",""
"2024-06-19 15:47:14","2024-06-19 15:53:01","0","NA","100","346","1","2024-06-19 15:53:01","R_6X8GMaZJRC4uzrH","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.91","28.91","30.227","1","0","0","14.498","0","80","0","20","50","10","10","","","","","","","","","","","","","","","","2","1","10","2","","50","1","","","","","","FL_40","","FL_99","","","","","Q90|vB_mf_sue|vA_sue|vB_driver_sue","Q71|vB_cntf|avoid|vA_cntf","",""
"2024-06-19 15:51:53","2024-06-19 15:55:14","0","NA","100","200","1","2024-06-19 15:55:15","R_7oMC5reYCBztFn7","","","","","NA","NA","anonymous","EN","1","2","2","0","0","25.16","0","0","0","11.069","0","99","3","98","3","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","64","1","","73","4","","","","","","FL_39","FL_93","","Q116|vA_sue_AV|vB_mf_sue_AV","Q122|vA_cntf_AV|vB_cntf_AV|avoid_AV","","","","","",""
"2024-06-19 15:54:26","2024-06-19 15:56:17","0","NA","100","110","1","2024-06-19 15:56:17","R_3At22avgP3Pn6eZ","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","11.089","0","0","0","10.798","0","1,2","86","0","17","100","1","0","2","1","5","1","","24","4","","","","","","FL_40","","FL_100","","","","","","","Q164|vA_sue_intv|vB_mf_sue_intv|vB_sue_intv","Q167|avoid_intv|vA_cntf_intv|vB_cntf_intv"
"2024-06-19 15:36:10","2024-06-19 15:58:25","0","NA","100","1334","1","2024-06-19 15:58:26","R_1fCVnEQJG7tHcF2","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","1.533","13.368","38.144","2","11.277","11.277","13.449","1","1,2","100","0","100","10","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","2","2","","49","3","","","","","","FL_39","FL_94","","","","Q155|vB_mf_sue_AV_intv|vA_sue_AV_intv","Q158|vA_cntf_AV_intv|vB_cntf_AV_intv|avoid_AV_intv","","","",""
"2024-06-19 16:00:22","2024-06-19 16:05:03","0","NA","100","280","1","2024-06-19 16:05:04","R_3YQp8CdN0RIjscN","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","43.763","0","0","0","11.894","0","1,2","100","100","100","100","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","10","1","","65","4","","","","","","FL_39","FL_94","","","","Q155|vA_sue_AV_intv|vB_mf_sue_AV_intv","Q158|vB_cntf_AV_intv|vA_cntf_AV_intv|avoid_AV_intv","","","",""
"2024-06-19 16:03:16","2024-06-19 16:06:35","0","NA","100","198","1","2024-06-19 16:06:36","R_7WcUwVHFZ4Y04TL","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.695","23.355","24.554","3","3.429","11.281","12.465","2","100","20","0","100","50","20","","","","","","","","","","","","","","","","2","1","50","2","","33","7","","","","","","FL_40","","FL_99","","","","","Q90|vA_sue|vB_mf_sue|vB_driver_sue","Q71|avoid|vB_cntf|vA_cntf","",""
"2024-06-19 16:03:11","2024-06-19 16:07:57","0","NA","100","286","1","2024-06-19 16:07:57","R_12KM25MOsx4DNCG","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","32.531","0","0","0","19.796","0","1,2","100","20","100","80","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","2","","55","4","","","","","","FL_39","FL_94","","","","Q155|vB_mf_sue_AV_intv|vA_sue_AV_intv","Q158|vB_cntf_AV_intv|vA_cntf_AV_intv|avoid_AV_intv","","","",""
"2024-06-19 16:06:58","2024-06-19 16:09:34","0","NA","100","156","1","2024-06-19 16:09:35","R_6CntzyaNHIbaMb7","","","","","NA","NA","anonymous","EN","1","2","2","0","0","19.804","0","0","0","11.913","0","100","0","100","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","5","1","","42","3","","","","","","FL_39","FL_93","","Q116|vB_mf_sue_AV|vA_sue_AV","Q122|vB_cntf_AV|avoid_AV|vA_cntf_AV","","","","","",""
"2024-06-19 16:08:35","2024-06-19 16:10:59","0","NA","100","144","1","2024-06-19 16:11:00","R_62UQdRv8LMJ1gw9","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","19.934","0","0","0","11.428","0","1,2","100","0","100","10","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","50","1","","31","4","","","","","","FL_39","FL_94","","","","Q155|vA_sue_AV_intv|vB_mf_sue_AV_intv","Q158|vB_cntf_AV_intv|avoid_AV_intv|vA_cntf_AV_intv","","","",""
"2024-06-19 16:17:11","2024-06-19 16:19:32","0","NA","100","140","1","2024-06-19 16:19:32","R_3eKLmS7OIKx0uc8","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","18.551","0","0","0","10.924","0","1,2","100","0","0","100","0","0","2","1","9","2","","51","4","","","","","","FL_40","","FL_100","","","","","","","Q164|vB_sue_intv|vA_sue_intv|vB_mf_sue_intv","Q167|vB_cntf_intv|vA_cntf_intv|avoid_intv"
"2024-06-19 16:19:57","2024-06-19 16:20:18","0","NA","100","20","1","2024-06-19 16:20:19","R_78CSFlIxSZheSfn","","","","","NA","NA","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-06-19 16:15:01","2024-06-19 16:21:06","0","NA","100","364","1","2024-06-19 16:21:07","R_6WNHn7o8sVbYRrd","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","30.2","0","0","0","20.8","0","100","0","0","100","60","60","","","","","","","","","","","","","","","","2","1","0","2","","49","3","","","","","","FL_40","","FL_99","","","","","Q90|vB_mf_sue|vB_driver_sue|vA_sue","Q71|avoid|vB_cntf|vA_cntf","",""
