"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_q","att1","att2","av_trust_1_1","av_trust_2_1","av_trust_3_1","av_trust_4_1","av_trust_5_1","Q219_First.Click","Q219_Last.Click","Q219_Page.Submit","Q219_Click.Count","vA_sue_AV_1","vB_mnfctr_sue_AV_1","vA_cntrfctl_AV_1","vB_cntrfctl_AV_1","avoid_AV_1","Q220_First.Click","Q220_Last.Click","Q220_Page.Submit","Q220_Click.Count","vA_sue_1","vB_mnfctr_sue_1","vB_driver_sue_1","vA_cntrfctl_1","vB_cntrfctl_1","avoid_1","comp1","comp_accident","cruise_familiarity","ai_familiarity_1","gender","gender_4_TEXT","age","edu","edu_8_TEXT","FL_4_DO","trust_scale_DO","questions_1_AV_DO","questions_2_AV_DO","questions_1_DO","questions_2_DO"
"2024-05-10 22:22:20","2024-05-10 22:27:27","0","NA","100","307","1","2024-05-10 22:27:28","R_5DNs32Z45Ua0S7E","","","","","NA","NA","anonymous","EN","1","2","2","50","50","50","0","70","17.077","66.174","68.543","7","100","70","100","100","100","","","","","","","","","","","1","1","1","30","2","","39","4","","FL_39","Q241|av_trust_4|av_trust_1|av_trust_3|av_trust_2|av_trust_5","Q116|vA_sue_AV|vB_mnfctr_sue_AV","Q122|vB_cntrfctl_AV|avoid_AV|vA_cntrfctl_AV","",""
"2024-05-10 22:24:32","2024-05-10 22:30:39","0","NA","100","367","1","2024-05-10 22:30:40","R_2qmEOgI8xe1L1m1","","","","","NA","NA","anonymous","EN","1","2","2","50","50","20","60","80","","","","","","","","","","12.069","50.87","56.968","15","20","0","0","50","50","65","2","1","2","31","1","","41","3","","FL_40","Q241|av_trust_3|av_trust_4|av_trust_1|av_trust_5|av_trust_2","","","Q90|vA_sue|vB_mnfctr_sue|vB_driver_sue","Q71|vA_cntrfctl|vB_cntrfctl|avoid"
"2024-05-10 22:29:50","2024-05-10 22:33:47","0","NA","100","236","1","2024-05-10 22:33:47","R_3MfXece7MCZGrXV","","","","","NA","NA","anonymous","EN","1","2","2","36","24","28","33","21","0","0","84.793","0","68","77","75","33","34","","","","","","","","","","","1","1","2","27","1","","46","4","","FL_39","Q241|av_trust_4|av_trust_1|av_trust_3|av_trust_2|av_trust_5","Q116|vA_sue_AV|vB_mnfctr_sue_AV","Q122|vB_cntrfctl_AV|avoid_AV|vA_cntrfctl_AV","",""
"2024-05-10 21:24:16","2024-05-10 22:36:07","0","NA","100","4310","1","2024-05-10 22:36:08","R_7aLTmma9kRXiwPQ","","","","","NA","NA","anonymous","EN","1","2","2","20","81","18","70","91","91.713","1124.148","1124.956","9","73","1","94","35","5","","","","","","","","","","","1","1","2","50","2","","65","3","","FL_39","Q241|av_trust_5|av_trust_3|av_trust_1|av_trust_2|av_trust_4","Q116|vB_mnfctr_sue_AV|vA_sue_AV","Q122|avoid_AV|vB_cntrfctl_AV|vA_cntrfctl_AV","",""
"2024-05-10 22:36:15","2024-05-10 22:41:51","0","NA","100","336","1","2024-05-10 22:41:52","R_5FQZ2U04LjoVf84","","","","","NA","NA","anonymous","EN","1","2","2","5","15","0","8","0","","","","","","","","","","5.982","55.55","70.904","12","75","19","33","67","53","42","2","1","1","22","1","","45","1","","FL_40","Q241|av_trust_2|av_trust_1|av_trust_3|av_trust_4|av_trust_5","","","Q90|vB_driver_sue|vA_sue|vB_mnfctr_sue","Q71|avoid|vA_cntrfctl|vB_cntrfctl"
"2024-05-10 22:39:06","2024-05-10 22:43:08","0","NA","100","242","1","2024-05-10 22:43:09","R_2pRHNquG0pOuyEF","","","","","NA","NA","anonymous","EN","1","2","2","68","59","62","65","74","0","0","3.707","0","67","63","76","74","83","","","","","","","","","","","1","1","1","71","1","","31","4","","FL_39","Q241|av_trust_5|av_trust_3|av_trust_4|av_trust_2|av_trust_1","Q116|vA_sue_AV|vB_mnfctr_sue_AV","Q122|avoid_AV|vA_cntrfctl_AV|vB_cntrfctl_AV","",""
"2024-05-10 22:36:54","2024-05-10 22:43:14","0","NA","100","380","1","2024-05-10 22:43:14","R_2XcfeMgIIUzIIdK","","","","","NA","NA","anonymous","EN","1","2","2","0","14","18","16","10","","","","","","","","","","1.22","44.773","45.679","9","13","7","9","65","67","32","2","1","2","1","2","","33","2","","FL_40","Q241|av_trust_5|av_trust_3|av_trust_1|av_trust_4|av_trust_2","","","Q90|vB_mnfctr_sue|vA_sue|vB_driver_sue","Q71|vA_cntrfctl|vB_cntrfctl|avoid"
"2024-05-10 22:46:53","2024-05-10 22:51:03","0","NA","100","250","1","2024-05-10 22:51:04","R_5fWMFd4OD77HSb7","","","","","NA","NA","anonymous","EN","1","2","2","44","58","27","27","34","","","","","","","","","","0","0","49.298","0","64","9","7","89","62","61","2","1","2","59","1","","24","4","","FL_40","Q241|av_trust_3|av_trust_2|av_trust_5|av_trust_4|av_trust_1","","","Q90|vA_sue|vB_mnfctr_sue|vB_driver_sue","Q71|avoid|vA_cntrfctl|vB_cntrfctl"
"2024-05-10 22:50:49","2024-05-10 23:10:15","0","NA","100","1165","1","2024-05-10 23:10:15","R_7usbO4lMAJJUip6","","","","","NA","NA","anonymous","EN","1","2","2","40","65","30","90","40","35.415","315.618","317.725","30","90","5","95","60","65","","","","","","","","","","","1","1","2","45","2","","53","6","","FL_39","Q241|av_trust_5|av_trust_3|av_trust_4|av_trust_1|av_trust_2","Q116|vB_mnfctr_sue_AV|vA_sue_AV","Q122|avoid_AV|vB_cntrfctl_AV|vA_cntrfctl_AV","",""
"2024-05-10 23:08:18","2024-05-10 23:16:15","0","NA","100","476","1","2024-05-10 23:16:15","R_7oFDpoM5jsiwztf","","","","","NA","NA","anonymous","EN","1","2","2","100","100","100","100","0","","","","","","","","","","0","0","113.007","0","100","0","0","100","13","13","2","1","2","75","4","non binary","39","3","","FL_40","Q241|av_trust_1|av_trust_4|av_trust_3|av_trust_2|av_trust_5","","","Q90|vB_driver_sue|vA_sue|vB_mnfctr_sue","Q71|vA_cntrfctl|avoid|vB_cntrfctl"
"2024-05-10 23:16:44","2024-05-10 23:20:29","0","NA","100","225","1","2024-05-10 23:20:30","R_6s0FlCYTP2v1yMe","","","","","NA","NA","anonymous","EN","1","2","2","17","12","12","11","88","22.859","22.859","24.072","1","84","12","95","9","10","","","","","","","","","","","1","1","2","45","2","","41","1","","FL_39","Q241|av_trust_1|av_trust_2|av_trust_3|av_trust_5|av_trust_4","Q116|vA_sue_AV|vB_mnfctr_sue_AV","Q122|avoid_AV|vB_cntrfctl_AV|vA_cntrfctl_AV","",""
"2024-05-10 23:26:06","2024-05-10 23:30:05","0","NA","100","238","1","2024-05-10 23:30:05","R_13acfyqjFifExmv","","","","","NA","NA","anonymous","EN","1","2","2","19","21","20","19","20","","","","","","","","","","22.158","22.158","24.913","1","61","59","60","71","39","42","2","1","2","29","1","","32","1","","FL_40","Q241|av_trust_2|av_trust_3|av_trust_5|av_trust_4|av_trust_1","","","Q90|vA_sue|vB_mnfctr_sue|vB_driver_sue","Q71|avoid|vB_cntrfctl|vA_cntrfctl"
"2024-05-10 23:25:09","2024-05-10 23:34:50","0","NA","100","581","1","2024-05-10 23:34:50","R_1h6obF6YdQITlF4","","","","","NA","NA","anonymous","EN","1","2","2","35","70","35","50","75","28.179","71.88","72.777","15","80","40","89","72","68","","","","","","","","","","","1","1","2","26","2","","31","5","","FL_39","Q241|av_trust_3|av_trust_2|av_trust_5|av_trust_1|av_trust_4","Q116|vB_mnfctr_sue_AV|vA_sue_AV","Q122|avoid_AV|vB_cntrfctl_AV|vA_cntrfctl_AV","",""
"2024-05-10 23:31:14","2024-05-10 23:35:14","0","NA","100","239","1","2024-05-10 23:35:15","R_3aX1G6iVSrxfgBj","","","","","NA","NA","anonymous","EN","1","2","2","37","6","2","0","67","46.654","47.222","47.849","2","100","84","89","84","78","","","","","","","","","","","1","1","2","47","2","","36","4","","FL_39","Q241|av_trust_4|av_trust_2|av_trust_1|av_trust_5|av_trust_3","Q116|vA_sue_AV|vB_mnfctr_sue_AV","Q122|vA_cntrfctl_AV|avoid_AV|vB_cntrfctl_AV","",""
"2024-05-10 23:56:56","2024-05-11 00:05:22","0","NA","100","505","1","2024-05-11 00:05:22","R_7uxeTiPmIFVHT2h","","","","","NA","NA","anonymous","EN","1","2","2","20","25","26","5","90","","","","","","","","","","0","0","86.742","0","95","0","0","100","5","10","2","1","2","0","1","","31","1","","FL_40","Q241|av_trust_2|av_trust_1|av_trust_3|av_trust_4|av_trust_5","","","Q90|vB_mnfctr_sue|vA_sue|vB_driver_sue","Q71|avoid|vB_cntrfctl|vA_cntrfctl"
"2024-05-11 00:17:39","2024-05-11 00:24:03","0","NA","100","383","1","2024-05-11 00:24:04","R_7xF7loK8xHQArpV","","","","","NA","NA","anonymous","EN","1","2","2","0","50","25","0","100","","","","","","","","","","2.669","57.143","65.44","13","100","0","0","100","75","75","2","1","2","0","2","","55","5","","FL_40","Q241|av_trust_3|av_trust_1|av_trust_5|av_trust_4|av_trust_2","","","Q90|vB_mnfctr_sue|vB_driver_sue|vA_sue","Q71|vA_cntrfctl|avoid|vB_cntrfctl"
"2024-05-11 00:18:02","2024-05-11 00:25:23","0","NA","100","440","1","2024-05-11 00:25:23","R_5riwjcRYtQIdVHj","","","","","NA","NA","anonymous","EN","1","2","2","0","0","0","0","100","15.174","65.22","66.957","11","100","80","100","100","95","","","","","","","","","","","1","1","1","0","2","","40","2","","FL_39","Q241|av_trust_1|av_trust_4|av_trust_3|av_trust_5|av_trust_2","Q116|vB_mnfctr_sue_AV|vA_sue_AV","Q122|avoid_AV|vA_cntrfctl_AV|vB_cntrfctl_AV","",""
"2024-05-11 01:43:12","2024-05-11 01:54:13","0","NA","100","660","1","2024-05-11 01:54:13","R_3FQv3lZSNAbjK62","","","","","NA","NA","anonymous","EN","1","2","2","70","75","100","70","65","","","","","","","","","","0","0","52.77","0","100","0","100","100","75","60","2","2","2","0","2","","51","4","","FL_40","Q241|av_trust_5|av_trust_4|av_trust_3|av_trust_1|av_trust_2","","","Q90|vA_sue|vB_driver_sue|vB_mnfctr_sue","Q71|vA_cntrfctl|vB_cntrfctl|avoid"
"2024-05-11 01:59:01","2024-05-11 02:06:55","0","NA","100","473","1","2024-05-11 02:06:56","R_7HRNF4jE74zbBpa","","","","","NA","NA","anonymous","EN","1","2","2","80","50","27","45","56","6.642","45.243","53.87","7","100","0","100","0","0","","","","","","","","","","","1","1","2","72","2","","76","3","","FL_39","Q241|av_trust_1|av_trust_3|av_trust_5|av_trust_4|av_trust_2","Q116|vA_sue_AV|vB_mnfctr_sue_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","",""
"2024-05-11 02:06:15","2024-05-11 02:09:51","0","NA","100","216","1","2024-05-11 02:09:52","R_2MKazgTtJqCnqop","","","","","NA","NA","anonymous","EN","1","2","2","61","65","70","76","36","","","","","","","","","","0","0","19.92","0","100","23","24","100","8","13","2","1","2","0","2","","32","3","","FL_40","Q241|av_trust_1|av_trust_3|av_trust_4|av_trust_2|av_trust_5","","","Q90|vA_sue|vB_mnfctr_sue|vB_driver_sue","Q71|vB_cntrfctl|vA_cntrfctl|avoid"
"2024-05-11 02:23:29","2024-05-11 02:28:43","0","NA","100","313","1","2024-05-11 02:28:44","R_26Te6ADrvp5DRmx","","","","","NA","NA","anonymous","EN","1","2","2","50","60","60","60","40","5.892","55.329","60.603","8","90","70","100","90","70","","","","","","","","","","","1","1","2","40","1","","41","4","","FL_39","Q241|av_trust_4|av_trust_5|av_trust_1|av_trust_3|av_trust_2","Q116|vA_sue_AV|vB_mnfctr_sue_AV","Q122|avoid_AV|vA_cntrfctl_AV|vB_cntrfctl_AV","",""
"2024-05-11 03:03:11","2024-05-11 03:11:31","0","NA","100","499","1","2024-05-11 03:11:31","R_3NstNjwLusfgWUp","","","","","NA","NA","anonymous","EN","1","2","2","40","61","71","61","39","69.781","69.781","83.375","1","100","0","100","50","30","","","","","","","","","","","1","1","2","0","2","","48","8","associates degree","FL_39","Q241|av_trust_1|av_trust_2|av_trust_4|av_trust_3|av_trust_5","Q116|vB_mnfctr_sue_AV|vA_sue_AV","Q122|vB_cntrfctl_AV|avoid_AV|vA_cntrfctl_AV","",""
"2024-05-11 03:41:29","2024-05-11 03:48:09","0","NA","100","400","1","2024-05-11 03:48:09","R_2rMYW0pRYzlQOhC","","","","","NA","NA","anonymous","EN","1","2","2","0","0","0","0","100","","","","","","","","","","0","0","65.697","0","0","0","0","100","100","100","2","1","2","0","1","","49","4","","FL_40","Q241|av_trust_2|av_trust_1|av_trust_3|av_trust_4|av_trust_5","","","Q90|vA_sue|vB_mnfctr_sue|vB_driver_sue","Q71|vB_cntrfctl|vA_cntrfctl|avoid"
"2024-05-11 04:04:25","2024-05-11 04:06:07","0","NA","100","101","1","2024-05-11 04:06:07","R_1xRaWzIrrIDdhBk","","","","","NA","NA","anonymous","EN","1","2","2","57","59","55","50","56","","","","","","","","","","0","0","5.132","0","60","57","61","59","65","59","1","2","2","45","2","","23","3","","FL_40","Q241|av_trust_2|av_trust_4|av_trust_1|av_trust_5|av_trust_3","","","Q90|vA_sue|vB_mnfctr_sue|vB_driver_sue","Q71|vA_cntrfctl|vB_cntrfctl|avoid"
"2024-05-11 04:24:14","2024-05-11 04:27:01","0","NA","100","166","1","2024-05-11 04:27:02","R_7B3UKSzx4Hl1GqB","","","","","NA","NA","anonymous","EN","1","2","2","29","28","26","0","100","","","","","","","","","","0","0","17.423","0","100","0","0","100","0","0","2","1","2","0","2","","43","4","","FL_40","Q241|av_trust_1|av_trust_2|av_trust_3|av_trust_4|av_trust_5","","","Q90|vA_sue|vB_driver_sue|vB_mnfctr_sue","Q71|avoid|vB_cntrfctl|vA_cntrfctl"
"2024-05-11 04:04:54","2024-05-11 04:28:31","0","NA","100","1417","1","2024-05-11 04:28:32","R_1f7JPDnGUmo2CKm","","","","","NA","NA","anonymous","EN","1","2","2","28","53","28","46","30","15.971","198.386","206.765","12","39","77","61","99","88","","","","","","","","","","","1","2","2","62","2","","49","5","","FL_39","Q241|av_trust_5|av_trust_2|av_trust_4|av_trust_3|av_trust_1","Q116|vB_mnfctr_sue_AV|vA_sue_AV","Q122|avoid_AV|vB_cntrfctl_AV|vA_cntrfctl_AV","",""
"2024-05-11 04:25:56","2024-05-11 04:30:32","0","NA","100","276","1","2024-05-11 04:30:33","R_2CQbxICieYfM35y","","","","","NA","NA","anonymous","EN","1","2","2","60","26","29","50","58","0","0","42.486","0","85","0","100","60","60","","","","","","","","","","","1","1","2","40","2","","54","4","","FL_39","Q241|av_trust_2|av_trust_1|av_trust_5|av_trust_4|av_trust_3","Q116|vB_mnfctr_sue_AV|vA_sue_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","",""
"2024-05-11 04:40:53","2024-05-11 04:42:34","0","NA","100","101","1","2024-05-11 04:42:35","R_7yDdTiqHDdJLvt7","","","","","NA","NA","anonymous","EN","1","2","2","47","50","50","50","50","1.041","4.923","5.402","7","50","38","50","49","48","","","","","","","","","","","1","1","2","42","1","","35","3","","FL_39","Q241|av_trust_1|av_trust_2|av_trust_4|av_trust_3|av_trust_5","Q116|vB_mnfctr_sue_AV|vA_sue_AV","Q122|avoid_AV|vB_cntrfctl_AV|vA_cntrfctl_AV","",""
"2024-05-11 04:53:25","2024-05-11 04:58:01","0","NA","100","276","1","2024-05-11 04:58:01","R_1v7FYxIRQujdySZ","","","","","NA","NA","anonymous","EN","1","2","2","25","30","19","35","76","","","","","","","","","","0","0","34.879","0","100","0","10","47","13","13","2","1","2","40","2","","43","4","","FL_40","Q241|av_trust_1|av_trust_2|av_trust_5|av_trust_3|av_trust_4","","","Q90|vB_driver_sue|vA_sue|vB_mnfctr_sue","Q71|vA_cntrfctl|avoid|vB_cntrfctl"
"2024-05-11 05:01:27","2024-05-11 05:05:05","0","NA","100","217","1","2024-05-11 05:05:06","R_14utBNhiGeMNPch","","","","","NA","NA","anonymous","EN","1","2","2","19","17","17","17","82","","","","","","","","","","10.888","33.596","36.301","41","100","0","0","100","10","8","2","1","2","17","1","","45","5","","FL_40","Q241|av_trust_4|av_trust_1|av_trust_2|av_trust_5|av_trust_3","","","Q90|vA_sue|vB_driver_sue|vB_mnfctr_sue","Q71|avoid|vA_cntrfctl|vB_cntrfctl"
"2024-05-11 05:18:29","2024-05-11 05:21:58","0","NA","100","208","1","2024-05-11 05:21:58","R_50YMf0BAmK6HSVj","","","","","NA","NA","anonymous","EN","1","2","2","13","20","0","20","90","0","0","35.347","0","0","0","94","70","71","","","","","","","","","","","1","1","2","65","1","","27","2","","FL_39","Q241|av_trust_5|av_trust_1|av_trust_2|av_trust_3|av_trust_4","Q116|vB_mnfctr_sue_AV|vA_sue_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","",""
"2024-05-11 05:26:17","2024-05-11 05:32:10","0","NA","100","352","1","2024-05-11 05:32:11","R_2gnIy2ejrJMeHZh","","","","","NA","NA","anonymous","EN","1","2","2","8","6","4","0","98","0","0","69.288","0","100","20","100","75","35","","","","","","","","","","","1","1","1","92","1","","69","3","","FL_39","Q241|av_trust_4|av_trust_3|av_trust_5|av_trust_1|av_trust_2","Q116|vA_sue_AV|vB_mnfctr_sue_AV","Q122|vA_cntrfctl_AV|avoid_AV|vB_cntrfctl_AV","",""
"2024-05-11 05:30:21","2024-05-11 05:35:17","0","NA","100","296","1","2024-05-11 05:35:17","R_7TOfZRhwYcmKoEz","","","","","NA","NA","anonymous","EN","1","2","2","20","40","20","20","80","","","","","","","","","","0","0","64.801","0","100","0","0","100","60","60","2","1","2","0","2","","52","5","","FL_40","Q241|av_trust_3|av_trust_5|av_trust_4|av_trust_1|av_trust_2","","","Q90|vB_driver_sue|vA_sue|vB_mnfctr_sue","Q71|vB_cntrfctl|vA_cntrfctl|avoid"
"2024-05-11 05:29:03","2024-05-11 05:38:40","0","NA","100","577","1","2024-05-11 05:38:41","R_2rMMFPMhkGPWZ1Q","","","","","NA","NA","anonymous","EN","1","2","2","7","20","81","9","100","0","0","135.748","0","92","70","83","81","40","","","","","","","","","","","1","1","2","10","2","","44","4","","FL_39","Q241|av_trust_2|av_trust_4|av_trust_1|av_trust_5|av_trust_3","Q116|vA_sue_AV|vB_mnfctr_sue_AV","Q122|vA_cntrfctl_AV|avoid_AV|vB_cntrfctl_AV","",""
"2024-05-11 05:35:16","2024-05-11 05:41:16","0","NA","100","360","1","2024-05-11 05:41:17","R_1GEacYzglAFQgGY","","","","","NA","NA","anonymous","EN","1","2","2","0","0","0","0","100","","","","","","","","","","0","0","59.8","0","0","0","0","50","7","0","2","1","2","0","2","","51","1","","FL_40","Q241|av_trust_3|av_trust_2|av_trust_4|av_trust_5|av_trust_1","","","Q90|vB_mnfctr_sue|vB_driver_sue|vA_sue","Q71|vA_cntrfctl|vB_cntrfctl|avoid"
"2024-05-11 05:41:58","2024-05-11 05:48:57","0","NA","100","418","1","2024-05-11 05:48:58","R_2jlYF0QzDAIoqj2","","","","","NA","NA","anonymous","EN","1","2","2","0","3","4","3","96","","","","","","","","","","0","0","71.144","0","92","35","52","51","15","45","2","1","2","0","2","","46","3","","FL_40","Q241|av_trust_1|av_trust_5|av_trust_3|av_trust_2|av_trust_4","","","Q90|vB_mnfctr_sue|vA_sue|vB_driver_sue","Q71|avoid|vA_cntrfctl|vB_cntrfctl"
"2024-05-11 05:51:47","2024-05-11 05:55:03","0","NA","100","195","1","2024-05-11 05:55:03","R_3qdVdL7dWY4a5st","","","","","NA","NA","anonymous","EN","1","2","2","40","25","70","0","60","0","0","40.069","0","100","0","100","50","50","","","","","","","","","","","1","1","2","0","1","","42","4","","FL_39","Q241|av_trust_5|av_trust_2|av_trust_3|av_trust_4|av_trust_1","Q116|vB_mnfctr_sue_AV|vA_sue_AV","Q122|vB_cntrfctl_AV|avoid_AV|vA_cntrfctl_AV","",""
"2024-05-11 06:08:49","2024-05-11 06:13:40","0","NA","100","291","1","2024-05-11 06:13:40","R_70MbCOixfU0uLiy","","","","","NA","NA","anonymous","EN","1","2","2","13","17","9","22","99","","","","","","","","","","3.049","28.034","29.151","5","83","32","64","79","40","36","2","1","2","26","2","","44","7","","FL_40","Q241|av_trust_2|av_trust_3|av_trust_5|av_trust_4|av_trust_1","","","Q90|vB_driver_sue|vB_mnfctr_sue|vA_sue","Q71|vA_cntrfctl|avoid|vB_cntrfctl"
"2024-05-11 06:17:12","2024-05-11 06:21:02","0","NA","100","230","1","2024-05-11 06:21:02","R_1jUxD6ycGQ9qWIN","","","","","NA","NA","anonymous","EN","1","2","2","36","56","58","46","100","0","0","42.159","0","100","100","100","100","100","","","","","","","","","","","1","1","2","45","2","","32","5","","FL_39","Q241|av_trust_5|av_trust_2|av_trust_3|av_trust_1|av_trust_4","Q116|vA_sue_AV|vB_mnfctr_sue_AV","Q122|avoid_AV|vA_cntrfctl_AV|vB_cntrfctl_AV","",""
"2024-05-11 06:16:28","2024-05-11 06:23:32","0","NA","100","424","1","2024-05-11 06:23:32","R_3iwEh6m4uTD1kxY","","","","","NA","NA","anonymous","EN","1","2","2","30","54","20","54","61","0","0","47.077","0","75","8","95","39","20","","","","","","","","","","","1","1","2","67","1","","67","5","","FL_39","Q241|av_trust_3|av_trust_1|av_trust_5|av_trust_2|av_trust_4","Q116|vB_mnfctr_sue_AV|vA_sue_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","",""
"2024-05-11 06:24:08","2024-05-11 06:28:25","0","NA","100","257","1","2024-05-11 06:28:26","R_7hrUiR9PH9eSf85","","","","","NA","NA","anonymous","EN","1","2","2","9","29","50","30","71","","","","","","","","","","0","0","42.384","0","50","0","0","100","70","9","2","1","2","0","1","","63","4","","FL_40","Q241|av_trust_1|av_trust_3|av_trust_4|av_trust_5|av_trust_2","","","Q90|vB_mnfctr_sue|vB_driver_sue|vA_sue","Q71|avoid|vB_cntrfctl|vA_cntrfctl"
"2024-05-11 06:23:22","2024-05-11 06:28:40","0","NA","100","317","1","2024-05-11 06:28:40","R_3nU7NYvQeD64Q6b","","","","","NA","NA","anonymous","EN","1","2","2","0","6","6","6","100","","","","","","","","","","0","0","57.95","0","91","5","15","89","6","2","2","1","2","0","2","","40","5","","FL_40","Q241|av_trust_1|av_trust_4|av_trust_2|av_trust_3|av_trust_5","","","Q90|vB_driver_sue|vA_sue|vB_mnfctr_sue","Q71|avoid|vA_cntrfctl|vB_cntrfctl"
"2024-05-11 06:28:44","2024-05-11 06:32:10","0","NA","100","206","1","2024-05-11 06:32:11","R_2L1gQxiyIuOf1dK","","","","","NA","NA","anonymous","EN","1","2","2","27","26","28","26","69","0","0","44.021","0","100","100","100","25","81","","","","","","","","","","","1","1","2","20","1","","44","4","","FL_39","Q241|av_trust_5|av_trust_2|av_trust_1|av_trust_3|av_trust_4","Q116|vA_sue_AV|vB_mnfctr_sue_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","",""
"2024-05-11 06:31:33","2024-05-11 06:36:18","0","NA","100","284","1","2024-05-11 06:36:18","R_5qn28xIxoZMoGvn","","","","","NA","NA","anonymous","EN","1","2","2","60","61","72","77","27","60.655","60.655","61.904","1","68","40","72","50","44","","","","","","","","","","","1","1","2","50","2","","56","4","","FL_39","Q241|av_trust_2|av_trust_4|av_trust_5|av_trust_1|av_trust_3","Q116|vB_mnfctr_sue_AV|vA_sue_AV","Q122|vB_cntrfctl_AV|avoid_AV|vA_cntrfctl_AV","",""
"2024-05-11 06:33:19","2024-05-11 06:38:01","0","NA","100","281","1","2024-05-11 06:38:01","R_3DzZtykDFuYJIiC","","","","","NA","NA","anonymous","EN","1","2","2","90","90","90","90","10","","","","","","","","","","0","0","45.418","0","80","0","0","100","70","10","2","1","2","10","2","","52","3","","FL_40","Q241|av_trust_4|av_trust_1|av_trust_5|av_trust_2|av_trust_3","","","Q90|vA_sue|vB_driver_sue|vB_mnfctr_sue","Q71|vA_cntrfctl|vB_cntrfctl|avoid"
"2024-05-11 06:38:20","2024-05-11 06:39:58","0","NA","100","98","1","2024-05-11 06:39:59","R_22mz4kheaatw5c2","","","","","NA","NA","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-05-11 06:41:27","2024-05-11 06:43:41","0","NA","100","133","1","2024-05-11 06:43:41","R_8R9AiuN57famioX","","","","","NA","NA","anonymous","EN","1","2","2","1","0","0","0","100","1.038","8.8","12.867","4","97","23","100","64","58","","","","","","","","","","","1","1","2","0","2","","37","3","","FL_39","Q241|av_trust_3|av_trust_4|av_trust_5|av_trust_1|av_trust_2","Q116|vA_sue_AV|vB_mnfctr_sue_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","",""
"2024-05-11 06:43:44","2024-05-11 06:48:09","0","NA","100","265","1","2024-05-11 06:48:10","R_235lDLiHtIlhFwl","","","","","NA","NA","anonymous","EN","1","2","2","5","21","2","27","98","0","0","38.989","0","78","78","70","62","78","","","","","","","","","","","1","1","2","0","2","","33","3","","FL_39","Q241|av_trust_1|av_trust_4|av_trust_3|av_trust_5|av_trust_2","Q116|vB_mnfctr_sue_AV|vA_sue_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","",""
"2024-05-11 06:45:54","2024-05-11 06:51:05","0","NA","100","310","1","2024-05-11 06:51:06","R_2DvRaEDJ7K87VjH","","","","","NA","NA","anonymous","EN","1","2","2","20","40","8","47","75","","","","","","","","","","0","0","40.115","0","61","0","10","89","59","58","2","1","2","42","1","","74","4","","FL_40","Q241|av_trust_2|av_trust_1|av_trust_5|av_trust_3|av_trust_4","","","Q90|vB_driver_sue|vA_sue|vB_mnfctr_sue","Q71|vA_cntrfctl|vB_cntrfctl|avoid"
"2024-05-11 06:40:08","2024-05-11 06:52:22","0","NA","100","734","1","2024-05-11 06:52:23","R_3rpX6X7Y7eP5l5W","","","","","NA","NA","anonymous","EN","1","2","2","0","0","0","0","100","","","","","","","","","","0","0","120.091","0","48","0","0","82","0","0","2","1","2","0","2","","42","1","","FL_40","Q241|av_trust_3|av_trust_4|av_trust_2|av_trust_5|av_trust_1","","","Q90|vB_driver_sue|vA_sue|vB_mnfctr_sue","Q71|avoid|vA_cntrfctl|vB_cntrfctl"
"2024-05-11 06:47:10","2024-05-11 06:54:04","0","NA","100","414","1","2024-05-11 06:54:05","R_8E5mSCIJjC1iYYq","","","","","NA","NA","anonymous","EN","1","2","2","75","54","79","75","8","","","","","","","","","","0","0","62.849","0","97","8","7","90","12","9","1","1","2","56","1","","40","2","","FL_40","Q241|av_trust_3|av_trust_1|av_trust_4|av_trust_5|av_trust_2","","","Q90|vB_driver_sue|vA_sue|vB_mnfctr_sue","Q71|avoid|vA_cntrfctl|vB_cntrfctl"
"2024-05-11 07:13:24","2024-05-11 07:16:11","0","NA","100","166","1","2024-05-11 07:16:11","R_3gYX95ldG5eAwk9","","","","","NA","NA","anonymous","EN","1","2","2","7","9","6","7","81","0","0","21.353","0","68","61","82","46","41","","","","","","","","","","","1","1","2","28","2","","53","4","","FL_39","Q241|av_trust_5|av_trust_2|av_trust_1|av_trust_3|av_trust_4","Q116|vB_mnfctr_sue_AV|vA_sue_AV","Q122|vA_cntrfctl_AV|avoid_AV|vB_cntrfctl_AV","",""
"2024-05-11 07:19:12","2024-05-11 07:19:42","0","NA","100","29","1","2024-05-11 07:19:42","R_3Tw1wIlfh212fSt","","","","","NA","NA","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
