"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_q","att1","att2","Q88_First.Click","Q88_Last.Click","Q88_Page.Submit","Q88_Click.Count","Q84_First.Click","Q84_Last.Click","Q84_Page.Submit","Q84_Click.Count","vA_liable_AV_1","vB_mnfctr_liable_AV_1","vA_cntrfctl_AV_1","vB_cntrfctl_AV_1","avoid_AV_1","Q87_First.Click","Q87_Last.Click","Q87_Page.Submit","Q87_Click.Count","Q82_First.Click","Q82_Last.Click","Q82_Page.Submit","Q82_Click.Count","vA_liable_1","vB_driver_liable_1","vB_mnfctr_liable_1","vA_cntrfctl_1","vB_cntrfctl_1","avoid_1","comp1","comp_accident","pol_affiliation_1","driving_ability_1","ai_familiarity_1","gender","gender_4_TEXT","age","edu","edu_8_TEXT","FL_4_DO","questions_1_AV_DO","questions_2_AV_DO","questions_1_DO","questions_2_DO","moderators_DO"
"2023-04-06 17:03:18","2023-04-06 17:11:31","0","NA","100","492","1","2023-04-06 17:11:32","R_1Gv8KUFfERCnufG","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","49.344","49.344","60.056","1","0","0","16.989","0","99","19","15","92","0","38","2","1","87","90","71","1","","29","1","","FL_40","","","Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 17:07:40","2023-04-06 17:11:34","0","NA","100","233","1","2023-04-06 17:11:34","R_24jAryRGglJxhwZ","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","14.201","0","0","0","27.223","0","100","10","0","100","40","20","2","2","51","88","40","1","","33","4","","FL_40","","","Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 17:06:29","2023-04-06 17:11:36","0","NA","100","306","1","2023-04-06 17:11:36","R_2PceYfpOMHHPeYy","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","24.307","0","0","0","21.358","0","98","5","20","99","60","60","2","1","51","20","40","1","","45","4","","FL_40","","","Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:08:40","2023-04-06 17:11:37","0","NA","100","177","1","2023-04-06 17:11:37","R_C2m6dL3J2BfQzhD","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","11.334","0","11.065","11.065","13.066","1","0","50","0","100","0","0","2","1","50","68","0","1","","21","1","","FL_40","","","Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:08:22","2023-04-06 17:11:46","0","NA","100","204","1","2023-04-06 17:11:47","R_3fYInnR6ZSoZRZX","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","19.311","0","0","0","11.716","0","100","0","0","100","27","62","2","1","60","100","34","1","","33","1","","FL_40","","","Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 17:06:07","2023-04-06 17:11:52","0","NA","100","344","1","2023-04-06 17:11:53","R_1OCbSUtYfWBJg1n","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","40.188","0","0","0","11.165","0","100","1","10","100","70","45","2","1","16","75","30","1","","29","4","","FL_40","","","Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 17:07:13","2023-04-06 17:11:58","0","NA","100","285","1","2023-04-06 17:11:59","R_2woiTNawcB3bRAV","","","","","NA","NA","anonymous","EN","1","2","2","0","0","25.723","0","0","0","15.82","0","95","20","90","35","36","","","","","","","","","","","","","","","1","1","64","67","17","1","","50","4","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
"2023-04-06 17:09:15","2023-04-06 17:12:00","0","NA","100","164","1","2023-04-06 17:12:00","R_2qjUTmsPOPR8dc0","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","26.135","0","0","0","11.353","0","31","80","100","80","81","100","2","1","20","11","0","1","","18","3","","FL_40","","","Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:09:21","2023-04-06 17:12:01","0","NA","100","160","1","2023-04-06 17:12:02","R_3PmHbkmS1mUnRoy","","","","","NA","NA","anonymous","EN","1","2","2","0","0","25.797","0","0","0","10.997","0","100","0","100","30","10","","","","","","","","","","","","","","","1","1","50","65","40","1","","25","4","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
"2023-04-06 17:04:36","2023-04-06 17:12:06","0","NA","100","450","1","2023-04-06 17:12:07","R_1hSSdd5QTlPsrow","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","30.629","0","0","0","18.777","0","90","65","0","100","71","20","1","1","30","49","0","1","","24","4","","FL_40","","","Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 17:06:46","2023-04-06 17:12:07","0","NA","100","320","1","2023-04-06 17:12:07","R_2EgygCtFWVrUFet","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","12.297","12.297","26.145","1","0","0","18.301","0","97","5","1","93","5","1","2","1","56","100","9","1","","51","4","","FL_40","","","Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 17:05:28","2023-04-06 17:12:09","0","NA","100","400","1","2023-04-06 17:12:09","R_yTHMB5llseS9Ich","","","","","NA","NA","anonymous","EN","1","2","2","0","0","36.318","0","0","0","25.386","0","100","0","100","61","8","","","","","","","","","","","","","","","1","1","10","100","50","1","","66","4","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
"2023-04-06 17:09:11","2023-04-06 17:12:10","0","NA","100","178","1","2023-04-06 17:12:10","R_2CKdRe10z0e4zpl","","","","","NA","NA","anonymous","EN","1","2","2","0","0","18.719","0","0","0","12.41","0","100","0","100","0","0","","","","","","","","","","","","","","","1","1","40","50","5","1","","34","4","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","driving_ability|pol_affiliation"
"2023-04-06 17:01:11","2023-04-06 17:12:10","0","NA","100","659","1","2023-04-06 17:12:10","R_22rmDueR3hqB6Jt","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","26.693","0","0","0","89.804","0","100","0","0","100","21","9","2","1","37","100","36","1","","36","2","","FL_40","","","Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 17:07:46","2023-04-06 17:12:11","0","NA","100","264","1","2023-04-06 17:12:11","R_3GCARasjQHw8hLJ","","","","","NA","NA","anonymous","EN","1","2","2","0","0","28.626","0","0","0","11.839","0","100","0","100","5","2","","","","","","","","","","","","","","","1","1","50","65","30","2","","55","5","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","driving_ability|pol_affiliation"
"2023-04-06 17:04:35","2023-04-06 17:12:12","0","NA","100","456","1","2023-04-06 17:12:12","R_SJGgpE1bMRqM9up","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","52.509","52.509","63.6","1","0","0","42.587","0","97","14","18","84","8","25","2","1","16","77","68","1","","28","4","","FL_40","","","Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 17:09:53","2023-04-06 17:12:15","0","NA","100","142","1","2023-04-06 17:12:16","R_3hyVE9WDgrXrrMa","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","3.107","7.943","22.345","3","0","0","11.285","0","95","8","10","98","9","7","2","1","71","35","33","1","","39","4","","FL_40","","","Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 17:07:45","2023-04-06 17:12:17","0","NA","100","272","1","2023-04-06 17:12:17","R_3McE5Y9SHiLR3w6","","","","","NA","NA","anonymous","EN","1","2","2","12.066","13.979","40.314","2","0","0","16.949","0","90","50","97","57","57","","","","","","","","","","","","","","","1","1","19","28","4","2","","18","3","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
"2023-04-06 17:10:26","2023-04-06 17:12:18","0","NA","100","112","1","2023-04-06 17:12:19","R_YW9IYxk2JemMgk9","","","","","NA","NA","anonymous","EN","1","2","2","0","0","27.497","0","0","0","10.816","0","90","10","90","10","19","","","","","","","","","","","","","","","1","1","38","77","66","1","","32","4","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","driving_ability|pol_affiliation"
"2023-04-06 17:08:25","2023-04-06 17:12:23","0","NA","100","238","1","2023-04-06 17:12:24","R_307BtUzk6L1Yzqb","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","1.775","25.301","27.574","2","2.274","43.783","44.981","3","100","0","0","100","0","0","2","1","20","25","28","2","","64","4","","FL_40","","","Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 17:09:35","2023-04-06 17:12:28","0","NA","100","172","1","2023-04-06 17:12:29","R_1diUP3RrBtcQNcq","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","2.595","16.141","17.248","2","0","0","11.826","0","100","0","0","100","0","0","2","1","100","100","24","1","","26","1","","FL_40","","","Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:09:39","2023-04-06 17:12:34","0","NA","100","175","1","2023-04-06 17:12:35","R_3F5sid8Ej7tIsyX","","","","","NA","NA","anonymous","EN","1","2","2","0","0","25.763","0","0","0","13.649","0","100","0","100","0","0","","","","","","","","","","","","","","","1","1","70","65","50","1","","29","1","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","driving_ability|pol_affiliation"
"2023-04-06 17:07:48","2023-04-06 17:12:30","0","NA","100","282","1","2023-04-06 17:12:35","R_42OEOtaWrDVDi49","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","18.867","0","3.085","3.085","15.756","1","100","0","0","100","0","0","1","1","43","33","50","1","","33","3","","FL_40","","","Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 17:06:44","2023-04-06 17:12:36","0","NA","100","351","1","2023-04-06 17:12:36","R_Wwf7NlFIzTpyMmd","","","","","NA","NA","anonymous","EN","1","2","2","0","0","35.04","0","0","0","11.684","0","100","30","100","90","0","","","","","","","","","","","","","","","1","1","40","85","10","2","","50","3","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
"2023-04-06 17:05:38","2023-04-06 17:12:37","0","NA","100","418","1","2023-04-06 17:12:38","R_1nOsLTOezJWWT7Z","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","56.995","56.995","57.961","1","0","0","26.431","0","100","0","0","100","0","0","2","1","66","50","6","1","","26","3","","FL_40","","","Q90|vB_driver_liable|vA_liable|vB_mnfctr_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:07:13","2023-04-06 17:12:38","0","NA","100","324","1","2023-04-06 17:12:38","R_21cTMLDArwa7jnF","","","","","NA","NA","anonymous","EN","1","2","2","0","0","34.843","0","0","0","13.103","0","100","0","100","8","18","","","","","","","","","","","","","","","1","1","8","0","33","1","","30","3","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","driving_ability|pol_affiliation"
"2023-04-06 17:06:24","2023-04-06 17:12:38","0","NA","100","374","1","2023-04-06 17:12:39","R_XuKYprO8NJ3vl5v","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","29.27","0","0","0","16.723","0","95","0","0","100","5","10","2","1","81","95","0","1","","53","3","","FL_40","","","Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 17:10:50","2023-04-06 17:12:41","0","NA","100","111","1","2023-04-06 17:12:42","R_1n164q5O2wDuXrc","","","","","NA","NA","anonymous","EN","1","2","2","0","0","17.918","0","0","0","10.588","0","100","7","100","57","46","","","","","","","","","","","","","","","1","1","13","53","1","2","","27","3","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
"2023-04-06 17:03:24","2023-04-06 17:12:41","0","NA","100","557","1","2023-04-06 17:12:42","R_2BqCzRwlABasC8V","","","","","NA","NA","anonymous","EN","1","2","2","1.171","1.171","13.234","1","0","0","11.192","0","70","100","65","61","100","","","","","","","","","","","","","","","1","2","43","60","20","1","","35","4","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","driving_ability|pol_affiliation"
"2023-04-06 17:09:23","2023-04-06 17:12:42","0","NA","100","199","1","2023-04-06 17:12:42","R_potA3DBS8HY67xT","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","31.938","0","0","0","11.951","0","100","0","0","100","53","83","2","1","17","8","37","1","","29","3","","FL_40","","","Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:07:56","2023-04-06 17:12:50","0","NA","100","293","1","2023-04-06 17:12:50","R_1lzphfW7CmdOiCy","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","7.634","25.689","26.665","2","19.388","19.388","20.491","1","100","0","20","100","40","45","1","2","100","80","0","2","","59","1","","FL_40","","","Q90|vB_driver_liable|vA_liable|vB_mnfctr_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:09:55","2023-04-06 17:12:53","0","NA","100","177","1","2023-04-06 17:12:54","R_pygPqAGjKDhPGlH","","","","","NA","NA","anonymous","EN","1","2","2","16.314","16.314","22.984","1","0","0","12.858","0","40","60","70","80","70","","","","","","","","","","","","","","","1","1","0","0","9","2","","25","4","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
"2023-04-06 17:08:54","2023-04-06 17:12:54","0","NA","100","240","1","2023-04-06 17:12:55","R_2ck0cONkPqyL3Hd","","","","","NA","NA","anonymous","EN","1","2","2","0","0","31.001","0","0","0","12.845","0","100","0","100","10","5","","","","","","","","","","","","","","","1","1","40","51","60","1","","29","3","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","driving_ability|pol_affiliation"
"2023-04-06 17:09:15","2023-04-06 17:12:54","0","NA","100","219","1","2023-04-06 17:12:55","R_2fkcGP9DmAJgZe7","","","","","NA","NA","anonymous","EN","1","2","2","0","0","32.466","0","0","0","11.491","0","100","0","100","0","0","","","","","","","","","","","","","","","1","1","70","50","50","2","","62","3","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","driving_ability|pol_affiliation"
"2023-04-06 17:09:11","2023-04-06 17:12:58","0","NA","100","226","1","2023-04-06 17:12:58","R_2EjmIDXHcbeDASd","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","20.803","0","0","0","21.068","0","0","0","0","100","68","68","2","1","0","67","20","1","","36","4","","FL_40","","","Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 17:10:32","2023-04-06 17:13:01","0","NA","100","149","1","2023-04-06 17:13:02","R_2co8y5CVH315cjW","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","15.017","0","0","0","11.322","0","100","0","0","97","54","52","2","1","2","50","29","1","","e34","4","","FL_40","","","Q90|vB_driver_liable|vA_liable|vB_mnfctr_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 17:07:01","2023-04-06 17:13:01","0","NA","100","360","1","2023-04-06 17:13:02","R_1gj2EWdFiDlGeDz","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","18.623","18.623","23.919","1","0","0","40.259","0","100","0","0","100","38","11","2","1","55","76","24","2","","53","1","","FL_40","","","Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 17:08:57","2023-04-06 17:13:02","0","NA","100","244","1","2023-04-06 17:13:02","R_UbZ7EsowhskoPyV","","","","","NA","NA","anonymous","EN","1","2","2","0","0","33.143","0","0","0","18.136","0","100","0","100","10","5","","","","","","","","","","","","","","","1","1","60","70","25","1","","44","4","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
"2023-04-06 17:09:44","2023-04-06 17:13:04","0","NA","100","199","1","2023-04-06 17:13:04","R_1mUxX1gCFehf1Mw","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","26.376","0","0","0","20.8","0","100","0","0","100","0","0","2","1","50","96","22","1","","47","3","","FL_40","","","Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 17:09:14","2023-04-06 17:13:04","0","NA","100","230","1","2023-04-06 17:13:05","R_3qkvGl6wgVfT8NO","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","20.323","0","0","0","14.605","0","100","0","0","100","4","1","2","1","50","7","16","1","","40","3","","FL_40","","","Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:10:40","2023-04-06 17:13:08","0","NA","100","147","1","2023-04-06 17:13:08","R_3JsJRdQXrf5iYfG","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","2.788","20.866","21.362","4","11.715","11.715","12.59","1","100","0","20","100","0","0","2","1","10","100","0","2","","34","3","","FL_40","","","Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:04:08","2023-04-06 17:13:08","0","NA","100","540","1","2023-04-06 17:13:09","R_1oAdwzAEnwoYSbA","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","23.173","0","0","0","14.935","0","100","7","15","80","75","60","2","1","30","50","60","2","","19","1","","FL_40","","","Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 17:05:10","2023-04-06 17:13:08","0","NA","100","478","1","2023-04-06 17:13:09","R_3PTbeNweyxloZLi","","","","","NA","NA","anonymous","EN","1","2","2","0","0","24.976","0","0","0","13.826","0","85","11","93","28","60","","","","","","","","","","","","","","","1","1","17","40","73","1","","32","3","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
"2023-04-06 17:10:31","2023-04-06 17:13:09","0","NA","100","158","1","2023-04-06 17:13:09","R_zcn2hJ2fz46XeBb","","","","","NA","NA","anonymous","EN","1","2","2","5.516","21.371","22.795","2","0","0","12.161","0","99","7","99","17","4","","","","","","","","","","","","","","","1","1","50","75","11","1","","39","4","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","driving_ability|pol_affiliation"
"2023-04-06 17:08:12","2023-04-06 17:13:10","0","NA","100","298","1","2023-04-06 17:13:10","R_3P7ArIC658Eh2rr","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","15.732","15.732","18.319","1","0","0","25.247","0","96","1","9","97","11","11","2","1","32","62","65","1","","39","6","","FL_40","","","Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 17:10:32","2023-04-06 17:13:12","0","NA","100","159","1","2023-04-06 17:13:12","R_UiPnq1p2tatRdBL","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","13.277","0","0","0","10.929","0","100","0","0","100","25","10","1","1","15","40","5","2","","29","4","","FL_40","","","Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 17:11:08","2023-04-06 17:13:12","0","NA","100","124","1","2023-04-06 17:13:12","R_30nOngv2DDnB3dn","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","3.469","11.117","12.561","2","1.247","6.423","12.626","6","100","0","5","100","5","5","2","1","15","28","9","2","","26","4","","FL_40","","","Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:10:06","2023-04-06 17:13:12","0","NA","100","185","1","2023-04-06 17:13:12","R_1KvZfUCRrkt24M7","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0.685","7.413","18.13","3","11.787","11.787","12.132","1","100","0","23","100","10","0","2","1","49","100","25","1","","26","1","","FL_40","","","Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:01:20","2023-04-06 17:13:12","0","NA","100","711","1","2023-04-06 17:13:13","R_e2L76Kl4PJVu8zD","","","","","NA","NA","anonymous","EN","1","2","2","0","0","30.625","0","0","0","10.961","0","23","80","33","93","97","","","","","","","","","","","","","","","1","1","0","80","54","1","","28","3","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","driving_ability|pol_affiliation"
"2023-04-06 17:06:40","2023-04-06 17:13:12","0","NA","100","392","1","2023-04-06 17:13:13","R_4T8DiwsoLBcJxqV","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","89.731","0","0","0","12.133","0","100","0","30","100","0","0","2","1","50","30","45","1","","43","5","","FL_40","","","Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 17:05:48","2023-04-06 17:13:13","0","NA","100","445","1","2023-04-06 17:13:14","R_3dKTrIGntvgfjHW","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","28.505","0","0","0","13.485","0","60","0","0","100","0","0","2","1","80","100","0","2","","54","5","","FL_40","","","Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:10:33","2023-04-06 17:13:16","0","NA","100","163","1","2023-04-06 17:13:16","R_2c0zCPFuTMepmJG","","","","","NA","NA","anonymous","EN","1","2","2","0","0","25.707","0","0","0","11.963","0","91","43","100","22","15","","","","","","","","","","","","","","","1","1","7","82","15","2","","20","3","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","driving_ability|pol_affiliation"
"2023-04-06 17:10:34","2023-04-06 17:13:17","0","NA","100","162","1","2023-04-06 17:13:18","R_9FwGWKLKIUSmuyt","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","19.856","0","0","0","12.066","0","100","0","0","100","18","19","2","1","50","100","9","1","","57","3","","FL_40","","","Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:08:00","2023-04-06 17:13:20","0","NA","100","319","1","2023-04-06 17:13:20","R_tPQhBZwUmWhRLcR","","","","","NA","NA","anonymous","EN","1","2","2","0","0","21.569","0","0","0","26.589","0","100","0","0","0","0","","","","","","","","","","","","","","","1","1","20","50","50","2","","28","1","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","driving_ability|pol_affiliation"
"2023-04-06 17:08:41","2023-04-06 17:13:21","0","NA","100","279","1","2023-04-06 17:13:21","R_1l48EhjyCW6NUPn","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","41.263","0","0","0","33.429","0","100","0","0","100","0","0","2","1","0","0","0","2","","56","3","","FL_40","","","Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:09:48","2023-04-06 17:13:21","0","NA","100","213","1","2023-04-06 17:13:22","R_2satsXus3fSM8yY","","","","","NA","NA","anonymous","EN","1","2","2","0","0","37.167","0","0","0","15.501","0","96","8","100","90","13","","","","","","","","","","","","","","","1","1","40","90","11","1","","53","4","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
